Postcode,Bedrooms,PropertyType,VUDate,VTDate,TENDate,VUDays,VTDays,TotalVAC,RUUseType,HousingServiceCentre,LocalGovtAuthority,StateElectorate
4000,1,Apartment,1/04/2021,1/05/2021,1/05/2021,28,1,29,Public Housing,FORTITUDE VALLEY ,Brisbane,McConnel
4304,3,Detached House,1/08/2020,1/09/2020,1/09/2020,28,2,30,Public Housing,IPSWICH ,Ipswich,Bundamba
4715,3,Detached House,1/04/2021,1/05/2021,1/05/2021,28,2,30,Public Housing,ROCKHAMPTON ,Banana,Callide
4207,3,Townhouse,1/12/2020,1/01/2021,1/01/2021,28,3,31,Public Housing,LOGAN ,Logan,Macalister
4131,4,Detached House,1/10/2020,1/11/2020,1/11/2020,28,3,31,Public Housing,LOGAN ,Logan,Waterford
4817,3,Detached House,1/01/2021,1/02/2021,1/02/2021,28,4,32,Public Housing,TOWNSVILLE ,Townsville,Thuringowa
4054,3,Detached House,1/06/2020,1/07/2020,1/07/2020,28,6,34,Public Housing,FORTITUDE VALLEY ,Brisbane,Ferny Grove
4077,3,Detached House,1/01/2021,1/02/2021,1/02/2021,28,6,34,Public Housing,INALA ,Brisbane,Inala
4051,2,Townhouse,1/12/2020,1/01/2021,1/01/2021,28,6,34,Public Housing,FORTITUDE VALLEY ,Brisbane,Everton
4127,3,Detached House,1/04/2021,1/05/2021,1/05/2021,28,6,34,Public Housing,LOGAN ,Logan,Springwood
4570,3,Detached House,1/01/2021,1/02/2021,1/03/2021,28,6,34,Public Housing,MAROOCHYDORE ,Gympie,Gympie
4132,3,Detached House,1/04/2021,1/05/2021,1/05/2021,28,6,34,Public Housing,LOGAN ,Logan,Woodridge
4034,1,Apartment,1/01/2021,1/02/2021,1/02/2021,28,7,35,Public Housing,CHERMSIDE ,Brisbane,Aspley
4570,3,Cluster House,1/09/2020,1/10/2020,1/10/2020,28,7,35,Public Housing,MAROOCHYDORE ,Gympie,Gympie
4131,2,Townhouse,1/12/2020,1/01/2021,1/01/2021,28,7,35,Public Housing,LOGAN ,Logan,Waterford
4114,3,Detached House,1/07/2020,1/07/2020,1/08/2020,28,8,36,Public Housing,LOGAN ,Logan,Woodridge
4504,1,Apartment,1/02/2021,1/03/2021,1/04/2021,28,14,42,Public Housing,MORETON BAY ,Moreton Bay,Kurwongbah
4020,1,Apartment,1/04/2021,1/05/2021,1/06/2021,28,14,42,Public Housing,MORETON BAY ,Moreton Bay,Redcliffe
4157,2,Townhouse,1/12/2020,1/01/2021,1/01/2021,28,15,43,Public Housing,BAYSIDE ,Redland,Capalaba
4814,3,Detached House,1/07/2020,1/08/2020,1/08/2020,28,16,44,Public Housing,TOWNSVILLE ,Townsville,Mundingburra
4825,3,Detached House,1/06/2020,1/07/2020,1/08/2020,28,20,48,Public Housing,MOUNT ISA ,Mount Isa,Traeger
4744,4,Detached House,1/11/2020,1/12/2020,1/01/2021,28,20,48,Public Housing,MACKAY ,Isaac,Burdekin
4505,3,Detached House,1/09/2020,1/10/2020,1/11/2020,28,22,50,Public Housing,MORETON BAY ,Moreton Bay,Kurwongbah
4178,2,Detached House,1/08/2020,1/09/2020,1/10/2020,28,29,57,Public Housing,BAYSIDE ,Brisbane,Lytton
4300,3,Detached House,1/08/2020,1/09/2020,1/10/2020,28,30,58,Public Housing,IPSWICH ,Ipswich,Jordan
4019,1,Apartment,1/01/2021,1/02/2021,1/03/2021,28,36,64,Public Housing,MORETON BAY ,Moreton Bay,Redcliffe
4034,2,Townhouse,1/03/2021,1/04/2021,1/05/2021,28,40,68,Public Housing,CHERMSIDE ,Brisbane,Nudgee
4157,2,Townhouse,1/12/2020,1/01/2021,1/03/2021,28,42,70,Public Housing,BAYSIDE ,Redland,Capalaba
4720,4,Detached House,1/07/2020,1/08/2020,1/10/2020,28,55,83,Public Housing,EMERALD ,Central Highlands,Gregory
4053,4,Detached House,1/03/2021,1/04/2021,1/04/2021,29,0,29,Public Housing,CHERMSIDE ,Brisbane,Stafford
4215,1,Apartment,1/06/2020,1/07/2020,1/07/2020,29,0,29,Public Housing,GOLD COAST ,Gold Coast,Bonney
4655,4,Detached House,1/10/2020,1/11/2020,1/11/2020,29,0,29,Public Housing,MARYBOROUGH ,Fraser Coast,Hervey Bay
4814,3,Detached House,1/01/2021,1/02/2021,1/02/2021,29,0,29,Public Housing,TOWNSVILLE ,Townsville,Mundingburra
4815,5,Detached House,1/08/2020,1/09/2020,1/09/2020,29,0,29,Public Housing,TOWNSVILLE ,Townsville,Thuringowa
4157,3,Detached House,1/03/2021,1/04/2021,1/04/2021,29,2,31,Public Housing,BAYSIDE ,Redland,Capalaba
4655,1,Apartment,1/02/2021,1/03/2021,1/03/2021,29,2,31,Public Housing,MARYBOROUGH ,Fraser Coast,Hervey Bay
4817,1,Apartment,1/01/2021,1/02/2021,1/02/2021,29,2,31,Public Housing,TOWNSVILLE ,Townsville,Thuringowa
4114,2,Apartment,1/02/2021,1/03/2021,1/03/2021,29,2,31,Public Housing,LOGAN ,Logan,Woodridge
4557,2,Duplex,1/03/2021,1/04/2021,1/04/2021,29,2,31,Public Housing,MAROOCHYDORE ,Sunshine Coast,Buderim
4730,2,Dual Occupancy,1/09/2020,1/10/2020,1/10/2020,29,2,31,Public Housing,EMERALD ,Longreach,Gregory
4034,2,Townhouse,1/12/2020,1/01/2021,1/01/2021,29,3,32,Public Housing,CHERMSIDE ,Brisbane,Nudgee
4078,3,Detached House,1/08/2020,1/09/2020,1/09/2020,29,3,32,Public Housing,INALA ,Brisbane,Inala
4114,4,Detached House,1/10/2020,1/11/2020,1/11/2020,29,3,32,Public Housing,LOGAN ,Logan,Woodridge
4655,2,Duplex,1/01/2021,1/02/2021,1/02/2021,29,4,33,Public Housing,MARYBOROUGH ,Fraser Coast,Hervey Bay
4880,1,Apartment,1/12/2020,1/01/2021,1/01/2021,29,4,33,Public Housing,CAIRNS ,Mareeba,Cook
4051,2,Apartment,1/12/2020,1/01/2021,1/01/2021,29,5,34,Public Housing,FORTITUDE VALLEY ,Brisbane,Stafford
4740,1,Apartment,1/01/2021,1/02/2021,1/03/2021,29,5,34,Public Housing,MACKAY ,Mackay,Mackay
4020,2,Apartment,1/04/2021,1/05/2021,1/05/2021,29,5,34,Public Housing,MORETON BAY ,Moreton Bay,Redcliffe
4814,3,Detached House,1/03/2021,1/04/2021,1/04/2021,29,6,35,Public Housing,TOWNSVILLE ,Townsville,Mundingburra
4814,3,Cluster House,1/04/2021,1/04/2021,1/05/2021,29,6,35,Public Housing,TOWNSVILLE ,Townsville,Thuringowa
4054,3,Detached House,1/10/2020,1/11/2020,1/11/2020,29,7,36,Public Housing,FORTITUDE VALLEY ,Brisbane,Ferny Grove
0,3,Detached House,1/01/2021,1/02/2021,1/02/2021,29,8,37,Public Housing,LOGAN ,Logan,Woodridge
4114,2,Townhouse,1/09/2020,1/10/2020,1/11/2020,29,8,37,Public Housing,LOGAN ,Logan,Woodridge
4034,3,Detached House,1/01/2021,1/02/2021,1/02/2021,29,10,39,Public Housing,CHERMSIDE ,Brisbane,Aspley
4051,2,Apartment,1/12/2020,1/01/2021,1/01/2021,29,12,41,Public Housing,FORTITUDE VALLEY ,Brisbane,Stafford
4814,2,Dual Occupancy,1/09/2020,1/09/2020,1/10/2020,29,12,41,Public Housing,TOWNSVILLE ,Townsville,Townsville
4053,4,Detached House,1/12/2020,1/01/2021,1/02/2021,29,13,42,Public Housing,CHERMSIDE ,Brisbane,Stafford
4570,3,Detached House,1/08/2020,1/09/2020,1/09/2020,29,14,43,Public Housing,MAROOCHYDORE ,Gympie,Gympie
4825,3,Detached House,1/01/2021,1/02/2021,1/02/2021,29,14,43,Public Housing,MOUNT ISA ,Mount Isa,Traeger
4051,1,Apartment,1/12/2020,1/01/2021,1/01/2021,29,16,45,Public Housing,FORTITUDE VALLEY ,Brisbane,Stafford
4170,3,Townhouse,1/03/2021,1/04/2021,1/04/2021,29,17,46,Public Housing,BURANDA ,Brisbane,Bulimba
4053,2,Apartment,1/03/2021,1/04/2021,1/04/2021,29,19,48,Public Housing,CHERMSIDE ,Brisbane,Everton
4178,2,Townhouse,1/12/2020,1/01/2021,1/02/2021,29,20,49,Public Housing,BAYSIDE ,Brisbane,Lytton
0,3,Detached House,1/12/2020,1/01/2021,1/02/2021,29,20,49,Public Housing,MOUNT ISA ,Mount Isa,Traeger
4178,2,Townhouse,1/12/2020,1/01/2021,1/02/2021,29,21,50,Public Housing,BAYSIDE ,Brisbane,Lytton
4503,3,Detached House,1/03/2021,1/03/2021,1/04/2021,29,21,50,Public Housing,MORETON BAY ,Moreton Bay,Murrumba
4178,4,Detached House,1/03/2021,1/04/2021,1/05/2021,29,23,52,Public Housing,BAYSIDE ,Brisbane,Lytton
4605,1,Apartment,1/04/2021,1/05/2021,1/06/2021,29,29,58,Public Housing,MARYBOROUGH ,South Burnett,Nanango
4034,2,Cluster House,1/03/2021,1/04/2021,1/05/2021,29,43,72,Public Housing,CHERMSIDE ,Brisbane,Nudgee
4503,1,Apartment,1/12/2020,1/01/2021,1/03/2021,29,62,91,Public Housing,MORETON BAY ,Moreton Bay,Murrumba
4814,1,Apartment,1/04/2020,1/05/2020,1/07/2020,29,74,103,Public Housing,TOWNSVILLE ,Townsville,Mundingburra
4077,3,Detached House,1/08/2020,1/09/2020,1/09/2020,30,0,30,Public Housing,INALA ,Brisbane,Inala
4114,4,Detached House,1/01/2021,1/02/2021,1/02/2021,30,0,30,Public Housing,LOGAN ,Logan,Woodridge
4508,4,Detached House,1/04/2021,1/05/2021,1/05/2021,30,1,31,Public Housing,MORETON BAY ,Moreton Bay,Bancroft
4341,1,Apartment,1/08/2020,1/09/2020,1/09/2020,30,2,32,Public Housing,IPSWICH ,Lockyer Valley,Lockyer
0,3,Detached House,1/12/2020,1/01/2021,1/01/2021,30,4,34,Public Housing,LOGAN ,Logan,Waterford
4131,3,Detached House,1/10/2020,1/11/2020,1/11/2020,30,4,34,Public Housing,LOGAN ,Logan,Waterford
4054,3,Detached House,1/08/2020,1/09/2020,1/09/2020,30,5,35,Public Housing,FORTITUDE VALLEY ,Brisbane,Ferny Grove
4508,2,Duplex,1/01/2021,1/02/2021,1/02/2021,30,5,35,Public Housing,MORETON BAY ,Moreton Bay,Bancroft
4034,3,Detached House,1/03/2021,1/04/2021,1/05/2021,30,7,37,Public Housing,CHERMSIDE ,Brisbane,Aspley
4053,2,Detached House,1/06/2020,1/07/2020,1/08/2020,30,10,40,Public Housing,CHERMSIDE ,Brisbane,Stafford
4814,1,Apartment,1/06/2020,1/07/2020,1/08/2020,30,12,42,Public Housing,TOWNSVILLE ,Townsville,Townsville
4510,1,Apartment,1/04/2021,1/05/2021,1/06/2021,30,14,44,Public Housing,MORETON BAY ,Moreton Bay,Morayfield
4501,3,Townhouse,1/05/2020,1/06/2020,1/07/2020,30,17,47,Public Housing,MORETON BAY ,Moreton Bay,Kurwongbah
4005,1,Apartment,1/12/2020,1/01/2021,1/02/2021,30,19,49,Public Housing,FORTITUDE VALLEY ,Brisbane,McConnel
4165,1,Apartment,1/03/2021,1/03/2021,1/04/2021,30,21,51,Public Housing,BAYSIDE ,Redland,Redlands
4503,2,Apartment,1/04/2021,1/05/2021,1/06/2021,30,26,56,Public Housing,MORETON BAY ,Moreton Bay,Murrumba
4508,4,Detached House,1/08/2020,1/09/2020,1/10/2020,30,37,67,Public Housing,MORETON BAY ,Moreton Bay,Bancroft
4380,1,Apartment,1/01/2021,1/02/2021,1/03/2021,30,39,69,Public Housing,TOOWOOMBA AND SOUTH WEST ,Southern Downs,Southern Downs
4017,3,Detached House,1/07/2020,1/08/2020,1/08/2020,31,0,31,Public Housing,CHERMSIDE ,Brisbane,Sandgate
4207,3,Cluster House,1/11/2020,1/12/2020,1/12/2020,31,0,31,Public Housing,LOGAN ,Logan,Macalister
4127,3,Detached House,1/01/2021,1/02/2021,1/02/2021,31,0,31,Public Housing,LOGAN ,Logan,Waterford
4215,1,Apartment,1/06/2020,1/07/2020,1/07/2020,31,0,31,Public Housing,GOLD COAST ,Gold Coast,Southport
4814,3,Detached House,1/11/2020,1/12/2020,1/12/2020,31,0,31,Public Housing,TOWNSVILLE ,Townsville,Townsville
4161,3,Detached House,1/11/2020,1/12/2020,1/12/2020,31,3,34,Public Housing,BAYSIDE ,Redland,Capalaba
4131,3,Detached House,1/05/2021,1/06/2021,1/06/2021,31,3,34,Public Housing,LOGAN ,Logan,Waterford
4114,2,Townhouse,1/12/2020,1/01/2021,1/01/2021,31,3,34,Public Housing,LOGAN ,Logan,Woodridge
4054,3,Detached House,1/03/2021,1/04/2021,1/04/2021,31,4,35,Public Housing,FORTITUDE VALLEY ,Brisbane,Ferny Grove
4573,2,Duplex,1/04/2021,1/05/2021,1/05/2021,31,7,38,Public Housing,MAROOCHYDORE ,Sunshine Coast,Ninderry
4825,3,Detached House,1/03/2021,1/04/2021,1/04/2021,31,7,38,Public Housing,MOUNT ISA ,Mount Isa,Traeger
4817,3,Detached House,1/08/2020,1/09/2020,1/09/2020,31,8,39,Public Housing,TOWNSVILLE ,Townsville,Thuringowa
4816,3,Detached House,1/01/2021,1/03/2021,1/03/2021,31,9,40,Public Housing,TOWNSVILLE ,Charters Towers,Traeger
4300,3,Detached House,1/08/2020,1/09/2020,1/10/2020,31,18,49,Public Housing,IPSWICH ,Ipswich,Bundamba
4019,3,Detached House,1/01/2021,1/02/2021,1/03/2021,31,21,52,Public Housing,MORETON BAY ,Moreton Bay,Redcliffe
4019,2,Townhouse,1/04/2021,1/05/2021,1/06/2021,31,31,62,Public Housing,MORETON BAY ,Moreton Bay,Redcliffe
4814,3,Detached House,1/05/2020,1/06/2020,1/08/2020,31,55,86,Public Housing,TOWNSVILLE ,Townsville,Thuringowa
4730,3,Detached House,1/07/2020,1/09/2020,1/09/2020,32,1,33,Public Housing,EMERALD ,Longreach,Gregory
4114,2,Townhouse,1/04/2021,1/05/2021,1/05/2021,32,1,33,Public Housing,LOGAN ,Logan,Woodridge
4053,3,Detached House,1/05/2021,1/06/2021,1/06/2021,32,3,35,Public Housing,CHERMSIDE ,Brisbane,Stafford
4110,3,Detached House,1/08/2020,1/09/2020,1/09/2020,32,3,35,Public Housing,INALA ,Brisbane,Algester
4161,3,Detached House,1/06/2020,1/07/2020,1/07/2020,32,7,39,Public Housing,BAYSIDE ,Redland,Capalaba
4503,3,Detached House,1/01/2021,1/03/2021,1/03/2021,32,9,41,Public Housing,MORETON BAY ,Moreton Bay,Murrumba
4304,2,Townhouse,1/05/2021,1/06/2021,1/06/2021,32,10,42,Public Housing,IPSWICH ,Ipswich,Ipswich
4020,1,Apartment,1/12/2020,1/01/2021,1/02/2021,32,23,55,Public Housing,MORETON BAY ,Moreton Bay,Redcliffe
4502,3,Detached House,1/12/2020,1/01/2021,1/03/2021,32,63,95,Public Housing,MORETON BAY ,Moreton Bay,Kurwongbah
4034,3,Detached House,1/02/2021,1/03/2021,1/03/2021,33,1,34,Public Housing,CHERMSIDE ,Brisbane,Nudgee
4032,3,Detached House,1/07/2020,1/08/2020,1/08/2020,33,1,34,Public Housing,CHERMSIDE ,Brisbane,Stafford
4031,3,Detached House,1/08/2020,1/09/2020,1/09/2020,33,1,34,Public Housing,CHERMSIDE ,Brisbane,Stafford
4132,3,Detached House,1/03/2021,1/04/2021,1/04/2021,33,1,34,Public Housing,LOGAN ,Logan,Woodridge
4655,1,Apartment,1/08/2020,1/09/2020,1/09/2020,33,1,34,Public Housing,MARYBOROUGH ,Fraser Coast,Hervey Bay
0,3,Detached House,1/10/2020,1/11/2020,1/11/2020,33,1,34,Public Housing,LOGAN ,Logan,Woodridge
4205,3,Detached House,1/01/2021,1/03/2021,1/03/2021,33,2,35,Public Housing,LOGAN ,Logan,Waterford
4018,1,Apartment,1/04/2021,1/05/2021,1/05/2021,33,5,38,Public Housing,CHERMSIDE ,Brisbane,Sandgate
4558,1,Apartment,1/05/2021,1/06/2021,1/06/2021,33,8,41,Public Housing,MAROOCHYDORE ,Sunshine Coast,Maroochydore
4744,4,Detached House,1/07/2020,1/08/2020,1/09/2020,33,10,43,Public Housing,MACKAY ,Isaac,Burdekin
4303,3,Detached House,1/12/2020,1/01/2021,1/01/2021,33,13,46,Public Housing,IPSWICH ,Ipswich,Bundamba
4563,1,Apartment,1/09/2020,1/11/2020,1/11/2020,33,14,47,Public Housing,MAROOCHYDORE ,Noosa,Nicklin
4207,1,Apartment,1/12/2020,1/01/2021,1/02/2021,33,14,47,Public Housing,LOGAN ,Logan,Macalister
4507,1,Apartment,1/03/2021,1/04/2021,1/05/2021,33,30,63,Public Housing,MORETON BAY ,Moreton Bay,Pumicestone
4178,3,Townhouse,1/05/2020,1/06/2020,1/07/2020,33,34,67,Public Housing,BAYSIDE ,Brisbane,Lytton
4507,2,Apartment,1/04/2021,1/05/2021,1/06/2021,33,37,70,Public Housing,MORETON BAY ,Moreton Bay,Pumicestone
4807,4,Detached House,1/04/2020,1/06/2020,1/08/2020,33,69,102,Public Housing,TOWNSVILLE ,Burdekin,Burdekin
4304,3,Detached House,1/06/2020,1/07/2020,1/07/2020,34,0,34,Public Housing,IPSWICH ,Ipswich,Bundamba
4034,2,Detached House,1/06/2020,1/07/2020,1/07/2020,34,1,35,Public Housing,CHERMSIDE ,Brisbane,Aspley
4051,1,Apartment,1/10/2020,1/11/2020,1/11/2020,34,1,35,Public Housing,FORTITUDE VALLEY ,Brisbane,Ferny Grove
4133,2,Townhouse,1/05/2021,1/06/2021,1/06/2021,34,1,35,Public Housing,LOGAN ,Logan,Waterford
4818,5,Detached House,1/12/2020,1/01/2021,1/01/2021,34,2,36,Public Housing,TOWNSVILLE ,Townsville,Hinchinbrook
4114,2,Townhouse,1/03/2021,1/04/2021,1/04/2021,34,2,36,Public Housing,LOGAN ,Logan,Woodridge
4883,3,Townhouse,1/09/2020,1/10/2020,1/10/2020,34,6,40,Public Housing,CAIRNS ,Tablelands,Hill
0,3,Detached House,1/08/2020,1/09/2020,1/09/2020,34,6,40,Public Housing,MORETON BAY ,Moreton Bay,Bancroft
4110,3,Detached House,1/06/2020,1/07/2020,1/07/2020,34,7,41,Public Housing,INALA ,Brisbane,Algester
4022,3,Detached House,1/01/2021,1/02/2021,1/03/2021,34,7,41,Public Housing,MORETON BAY ,Moreton Bay,Murrumba
4019,4,Cluster House,1/04/2021,1/05/2021,1/05/2021,34,7,41,Public Housing,MORETON BAY ,Moreton Bay,Redcliffe
4077,3,Detached House,1/10/2020,1/12/2020,1/12/2020,34,8,42,Public Housing,INALA ,Brisbane,Inala
0,2,Townhouse,1/12/2020,1/01/2021,1/01/2021,34,8,42,Public Housing,MORETON BAY ,Moreton Bay,Redcliffe
4114,2,Townhouse,1/06/2020,1/07/2020,1/07/2020,34,8,42,Public Housing,LOGAN ,Logan,Woodridge
4020,1,Apartment,1/12/2020,1/01/2021,1/01/2021,34,13,47,Public Housing,MORETON BAY ,Moreton Bay,Redcliffe
4110,4,Detached House,1/09/2020,1/11/2020,1/11/2020,34,14,48,Public Housing,INALA ,Brisbane,Algester
4566,1,Apartment,1/12/2020,1/01/2021,1/01/2021,34,16,50,Public Housing,MAROOCHYDORE ,Noosa,Noosa
4730,2,Duplex,1/04/2021,1/05/2021,1/06/2021,34,18,52,Public Housing,EMERALD ,Longreach,Gregory
4502,1,Apartment,1/04/2021,1/05/2021,1/06/2021,34,39,73,Public Housing,MORETON BAY ,Moreton Bay,Kurwongbah
4054,3,Detached House,1/04/2021,1/05/2021,1/05/2021,35,0,35,Public Housing,FORTITUDE VALLEY ,Brisbane,Ferny Grove
4303,3,Detached House,1/12/2020,1/01/2021,1/01/2021,35,0,35,Public Housing,IPSWICH ,Ipswich,Bundamba
4700,2,Townhouse,1/12/2020,1/01/2021,1/01/2021,35,1,36,Public Housing,ROCKHAMPTON ,Rockhampton,Rockhampton
4152,3,Detached House,1/01/2021,1/02/2021,1/02/2021,35,2,37,Public Housing,BURANDA ,Brisbane,Chatsworth
4034,2,Detached House,1/12/2020,1/01/2021,1/01/2021,35,3,38,Public Housing,CHERMSIDE ,Brisbane,Aspley
4051,1,Apartment,1/09/2020,1/10/2020,1/10/2020,35,3,38,Public Housing,FORTITUDE VALLEY ,Brisbane,Stafford
4017,4,Detached House,1/12/2020,1/01/2021,1/02/2021,35,5,40,Public Housing,CHERMSIDE ,Brisbane,Sandgate
4817,3,Detached House,1/06/2020,1/07/2020,1/07/2020,35,5,40,Public Housing,TOWNSVILLE ,Townsville,Thuringowa
4610,3,Detached House,1/03/2021,1/04/2021,1/04/2021,35,6,41,Public Housing,MARYBOROUGH ,South Burnett,Nanango
4005,1,Apartment,1/05/2020,1/06/2020,1/07/2020,35,7,42,Public Housing,FORTITUDE VALLEY ,Brisbane,McConnel
4825,3,Detached House,1/09/2020,1/10/2020,1/10/2020,35,7,42,Public Housing,MOUNT ISA ,Mount Isa,Traeger
4815,3,Detached House,1/08/2020,1/09/2020,1/10/2020,35,9,44,Public Housing,TOWNSVILLE ,Townsville,Thuringowa
4817,3,Detached House,1/01/2021,1/02/2021,1/02/2021,35,10,45,Public Housing,TOWNSVILLE ,Townsville,Thuringowa
4012,1,Apartment,1/01/2021,1/03/2021,1/03/2021,35,13,48,Public Housing,CHERMSIDE ,Brisbane,Nudgee
4500,1,Apartment,1/03/2021,1/04/2021,1/04/2021,35,13,48,Public Housing,MORETON BAY ,Moreton Bay,Pine Rivers
4650,2,Detached House,1/03/2021,1/05/2021,1/05/2021,35,14,49,Public Housing,MARYBOROUGH ,Fraser Coast,Maryborough
4011,1,Apartment,1/12/2020,1/01/2021,1/02/2021,35,15,50,Public Housing,FORTITUDE VALLEY ,Brisbane,Clayfield
4019,1,Apartment,1/04/2021,1/05/2021,1/06/2021,35,17,52,Public Housing,MORETON BAY ,Moreton Bay,Redcliffe
4825,2,Duplex,1/04/2021,1/05/2021,1/06/2021,35,27,62,Public Housing,MOUNT ISA ,Mount Isa,Traeger
0,1,Apartment,1/12/2020,1/01/2021,1/02/2021,35,29,64,Public Housing,MORETON BAY ,Moreton Bay,Morayfield
4034,3,Detached House,1/02/2021,1/03/2021,1/03/2021,36,1,37,Public Housing,CHERMSIDE ,Brisbane,Aspley
4077,3,Detached House,1/10/2020,1/11/2020,1/11/2020,36,1,37,Public Housing,INALA ,Brisbane,Inala
4059,2,Apartment,1/10/2020,1/11/2020,1/11/2020,36,1,37,Public Housing,FORTITUDE VALLEY ,Brisbane,Cooper
4014,3,Detached House,1/12/2020,1/01/2021,1/01/2021,36,1,37,Public Housing,CHERMSIDE ,Brisbane,Nudgee
4114,1,Apartment,1/12/2020,1/01/2021,1/01/2021,36,1,37,Public Housing,LOGAN ,Logan,Woodridge
4165,3,Cluster House,1/09/2020,1/11/2020,1/11/2020,36,3,39,Public Housing,BAYSIDE ,Redland,Redlands
4075,1,Apartment,1/03/2021,1/04/2021,1/04/2021,36,3,39,Public Housing,INALA ,Brisbane,Mount Ommaney
4157,3,Detached House,1/08/2020,1/10/2020,1/10/2020,36,4,40,Public Housing,BAYSIDE ,Redland,Capalaba
4163,3,Detached House,1/10/2020,1/11/2020,1/11/2020,36,4,40,Public Housing,BAYSIDE ,Redland,Oodgeroo
4078,3,Detached House,1/10/2020,1/11/2020,1/11/2020,36,5,41,Public Housing,INALA ,Brisbane,Inala
4510,2,Duplex,1/01/2021,1/03/2021,1/03/2021,36,6,42,Public Housing,MORETON BAY ,Moreton Bay,Morayfield
4019,1,Apartment,1/12/2020,1/01/2021,1/01/2021,36,7,43,Public Housing,MORETON BAY ,Moreton Bay,Redcliffe
4507,3,Detached House,1/01/2021,1/02/2021,1/02/2021,36,8,44,Public Housing,MORETON BAY ,Moreton Bay,Pumicestone
4504,2,Apartment,1/01/2021,1/02/2021,1/02/2021,36,8,44,Public Housing,MORETON BAY ,Moreton Bay,Kurwongbah
4054,5,Detached House,1/01/2021,1/02/2021,1/03/2021,36,12,48,Public Housing,MORETON BAY ,Moreton Bay,Ferny Grove
4054,2,Apartment,1/05/2021,1/06/2021,1/06/2021,36,13,49,Public Housing,FORTITUDE VALLEY ,Brisbane,Ferny Grove
4355,3,Detached House,1/02/2021,1/03/2021,1/04/2021,36,21,57,Public Housing,TOOWOOMBA AND SOUTH WEST ,Toowoomba,Condamine
4825,1,Apartment,1/03/2021,1/05/2021,1/05/2021,36,22,58,Public Housing,MOUNT ISA ,Mount Isa,Traeger
4810,2,Apartment,1/04/2020,1/06/2020,1/07/2020,36,31,67,Public Housing,TOWNSVILLE ,Townsville,Townsville
4343,4,Detached House,1/07/2020,1/08/2020,1/09/2020,36,34,70,Public Housing,IPSWICH ,Lockyer Valley,Lockyer
4814,3,Detached House,1/04/2020,1/06/2020,1/07/2020,36,52,88,Public Housing,TOWNSVILLE ,Townsville,Townsville
4005,1,Apartment,1/12/2020,1/01/2021,1/01/2021,37,4,41,Public Housing,FORTITUDE VALLEY ,Brisbane,McConnel
4507,1,Apartment,1/04/2021,1/05/2021,1/05/2021,37,6,43,Public Housing,MORETON BAY ,Moreton Bay,Pumicestone
4031,3,Detached House,1/05/2020,1/06/2020,1/07/2020,37,7,44,Public Housing,CHERMSIDE ,Brisbane,Stafford
4163,1,Apartment,1/03/2021,1/05/2021,1/05/2021,37,7,44,Public Housing,BAYSIDE ,Redland,Oodgeroo
4501,2,Duplex,1/02/2021,1/03/2021,1/03/2021,37,8,45,Public Housing,MORETON BAY ,Moreton Bay,Kurwongbah
4121,3,Detached House,1/12/2020,1/01/2021,1/01/2021,37,9,46,Public Housing,BURANDA ,Brisbane,Greenslopes
4019,2,Apartment,1/02/2021,1/03/2021,1/03/2021,37,9,46,Public Housing,MORETON BAY ,Moreton Bay,Redcliffe
4165,3,Cluster House,1/05/2020,1/06/2020,1/07/2020,37,11,48,Public Housing,BAYSIDE ,Redland,Redlands
4114,3,Detached House,1/12/2020,1/01/2021,1/02/2021,37,11,48,Public Housing,LOGAN ,Logan,Woodridge
4157,2,Townhouse,1/09/2020,1/10/2020,1/10/2020,37,13,50,Public Housing,BAYSIDE ,Redland,Capalaba
4019,2,Apartment,1/04/2021,1/06/2021,1/06/2021,37,17,54,Public Housing,MORETON BAY ,Moreton Bay,Redcliffe
4510,3,Detached House,1/03/2021,1/05/2021,1/05/2021,37,18,55,Public Housing,MORETON BAY ,Moreton Bay,Morayfield
4510,3,Detached House,1/01/2021,1/03/2021,1/03/2021,37,20,57,Public Housing,MORETON BAY ,Moreton Bay,Morayfield
4022,2,Townhouse,1/12/2020,1/01/2021,1/02/2021,37,43,80,Public Housing,MORETON BAY ,Moreton Bay,Murrumba
4814,2,Townhouse,1/02/2020,1/03/2020,1/07/2020,37,140,177,Public Housing,TOWNSVILLE ,Townsville,Townsville
4077,3,Detached House,1/05/2020,1/07/2020,1/07/2020,38,4,42,Public Housing,INALA ,Brisbane,Inala
4510,1,Apartment,1/12/2020,1/01/2021,1/02/2021,38,4,42,Public Housing,MORETON BAY ,Moreton Bay,Morayfield
4825,3,Detached House,1/09/2020,1/10/2020,1/10/2020,38,4,42,Public Housing,MOUNT ISA ,Mount Isa,Traeger
4178,1,Apartment,1/09/2020,1/10/2020,1/11/2020,38,6,44,Public Housing,BAYSIDE ,Brisbane,Lytton
4032,4,Detached House,1/12/2020,1/01/2021,1/02/2021,38,7,45,Public Housing,CHERMSIDE ,Brisbane,Stafford
4114,2,Townhouse,1/04/2021,1/05/2021,1/06/2021,38,10,48,Public Housing,LOGAN ,Logan,Woodridge
4020,2,Apartment,1/03/2021,1/04/2021,1/04/2021,38,10,48,Public Housing,MORETON BAY ,Moreton Bay,Redcliffe
4814,3,Detached House,1/05/2020,1/06/2020,1/07/2020,38,20,58,Public Housing,TOWNSVILLE ,Townsville,Townsville
