Postcode,Bedrooms,PropertyType,VUDate,VTDate,TENDate,RUUseType,VUDays,VTDays,TotalVAC,HousingServiceCentre,LocalGovtAuthority,StateElectorate
4114,2,Townhouse,1/08/2020,1/08/2020,1/09/2020,Public Housing,16,6,22,LOGAN ,Logan,Waterford
4810,2,Cluster House,1/02/2021,1/03/2021,1/03/2021,Public Housing,16,6,22,TOWNSVILLE ,Townsville,Townsville
4159,2,Apartment,1/03/2021,1/04/2021,1/04/2021,Public Housing,16,6,22,BAYSIDE ,Redland,Capalaba
4005,1,Apartment,1/08/2020,1/08/2020,1/08/2020,Public Housing,16,7,23,FORTITUDE VALLEY ,Brisbane,McConnel
4178,2,Townhouse,1/11/2020,1/11/2020,1/12/2020,Public Housing,16,7,23,BAYSIDE ,Brisbane,Lytton
4163,1,Apartment,1/10/2020,1/10/2020,1/10/2020,Public Housing,16,7,23,BAYSIDE ,Redland,Oodgeroo
4814,2,Cluster House,1/01/2021,1/01/2021,1/01/2021,Public Housing,16,7,23,TOWNSVILLE ,Townsville,Townsville
4655,3,Detached House,1/06/2021,1/06/2021,1/06/2021,Public Housing,16,7,23,MARYBOROUGH ,Fraser Coast,Hervey Bay
4160,2,Apartment,1/04/2021,1/04/2021,1/05/2021,Public Housing,16,7,23,BAYSIDE ,Redland,Oodgeroo
4122,2,Apartment,1/09/2020,1/09/2020,1/09/2020,Public Housing,16,8,24,BURANDA ,Brisbane,Mansfield
4170,2,Apartment,1/11/2020,1/11/2020,1/12/2020,Public Housing,16,8,24,BURANDA ,Brisbane,Bulimba
4163,1,Apartment,1/06/2020,1/07/2020,1/07/2020,Public Housing,16,8,24,BAYSIDE ,Redland,Oodgeroo
4160,2,Apartment,1/08/2020,1/09/2020,1/09/2020,Public Housing,16,8,24,BAYSIDE ,Redland,Oodgeroo
4178,1,Apartment,1/05/2021,1/05/2021,1/06/2021,Public Housing,16,9,25,BAYSIDE ,Brisbane,Lytton
4170,2,Townhouse,1/09/2020,1/10/2020,1/10/2020,Public Housing,16,9,25,BURANDA ,Brisbane,Bulimba
4670,3,Detached House,1/06/2020,1/06/2020,1/07/2020,Public Housing,16,9,25,BUNDABERG ,Bundaberg,Bundaberg
4020,1,Apartment,1/08/2020,1/09/2020,1/09/2020,Public Housing,16,9,25,MORETON BAY ,Moreton Bay,Redcliffe
4161,1,Apartment,1/01/2021,1/01/2021,1/02/2021,Public Housing,16,10,26,BAYSIDE ,Redland,Capalaba
4103,1,Apartment,1/11/2020,1/12/2020,1/12/2020,Public Housing,16,10,26,BURANDA ,Brisbane,South Brisbane
4030,2,Townhouse,1/02/2021,1/03/2021,1/03/2021,Public Housing,16,10,26,FORTITUDE VALLEY ,Brisbane,Clayfield
4163,1,Apartment,1/05/2021,1/05/2021,1/05/2021,Public Housing,16,11,27,BAYSIDE ,Redland,Oodgeroo
4152,3,Detached House,1/04/2021,1/05/2021,1/05/2021,Public Housing,16,12,28,BURANDA ,Brisbane,Chatsworth
4034,1,Apartment,1/05/2021,1/05/2021,1/06/2021,Public Housing,16,12,28,CHERMSIDE ,Brisbane,Nudgee
4178,2,Townhouse,1/08/2020,1/08/2020,1/09/2020,Public Housing,16,12,28,BAYSIDE ,Brisbane,Lytton
4019,1,Apartment,1/08/2020,1/08/2020,1/08/2020,Public Housing,16,12,28,MORETON BAY ,Moreton Bay,Redcliffe
4122,3,Detached House,1/07/2020,1/07/2020,1/08/2020,Public Housing,16,13,29,BURANDA ,Brisbane,Mansfield
4670,2,Duplex,1/12/2020,1/01/2021,1/01/2021,Public Housing,16,13,29,BUNDABERG ,Bundaberg,Bundaberg
4207,3,Detached House,1/10/2020,1/11/2020,1/11/2020,Public Housing,16,13,29,LOGAN ,Logan,Macalister
4163,1,Apartment,1/11/2020,1/12/2020,1/12/2020,Public Housing,16,13,29,BAYSIDE ,Redland,Oodgeroo
4825,3,Detached House,1/02/2021,1/03/2021,1/03/2021,Public Housing,16,13,29,MOUNT ISA ,Mount Isa,Traeger
4655,2,Duplex,1/01/2021,1/01/2021,1/02/2021,Public Housing,16,13,29,MARYBOROUGH ,Fraser Coast,Hervey Bay
4700,2,Townhouse,1/10/2020,1/10/2020,1/11/2020,Public Housing,16,13,29,ROCKHAMPTON ,Rockhampton,Rockhampton
4610,2,Apartment,1/03/2021,1/04/2021,1/04/2021,Public Housing,16,13,29,MARYBOROUGH ,South Burnett,Nanango
4017,1,Apartment,1/02/2021,1/02/2021,1/03/2021,Public Housing,16,14,30,CHERMSIDE ,Brisbane,Sandgate
4051,2,Apartment,1/10/2020,1/11/2020,1/11/2020,Public Housing,16,14,30,FORTITUDE VALLEY ,Brisbane,Stafford
4510,3,Detached House,1/08/2020,1/08/2020,1/09/2020,Public Housing,16,14,30,MORETON BAY ,Moreton Bay,Morayfield
4022,2,Duplex,1/09/2020,1/10/2020,1/10/2020,Public Housing,16,14,30,MORETON BAY ,Moreton Bay,Murrumba
4032,2,Apartment,1/02/2021,1/03/2021,1/03/2021,Public Housing,16,16,32,CHERMSIDE ,Brisbane,Stafford
4825,3,Detached House,1/06/2020,1/06/2020,1/07/2020,Public Housing,16,16,32,MOUNT ISA ,Mount Isa,Traeger
4017,1,Apartment,1/01/2021,1/02/2021,1/02/2021,Public Housing,16,19,35,CHERMSIDE ,Brisbane,Sandgate
4053,2,Apartment,1/03/2021,1/03/2021,1/04/2021,Public Housing,16,20,36,CHERMSIDE ,Brisbane,Stafford
4120,1,Apartment,1/02/2021,1/02/2021,1/03/2021,Public Housing,16,20,36,BURANDA ,Brisbane,Greenslopes
4105,2,Apartment,1/01/2021,1/02/2021,1/02/2021,Public Housing,16,20,36,BURANDA ,Brisbane,Miller
4883,3,Detached House,1/04/2021,1/05/2021,1/06/2021,Public Housing,16,21,37,CAIRNS ,Tablelands,Hill
4104,1,Apartment,1/05/2021,1/06/2021,1/06/2021,Public Housing,16,21,37,BURANDA ,Brisbane,Miller
4105,2,Apartment,1/04/2021,1/04/2021,1/05/2021,Public Housing,16,21,37,BURANDA ,Brisbane,Toohey
4161,3,Detached House,1/04/2021,1/04/2021,1/05/2021,Public Housing,16,22,38,BAYSIDE ,Redland,Capalaba
4825,2,Duplex,1/02/2021,1/03/2021,1/03/2021,Public Housing,16,22,38,MOUNT ISA ,Mount Isa,Traeger
4030,1,Apartment,1/11/2020,1/11/2020,1/12/2020,Public Housing,16,22,38,FORTITUDE VALLEY ,Fraser Coast,Clayfield
4122,1,Apartment,1/03/2021,1/03/2021,1/04/2021,Public Housing,16,23,39,BURANDA ,Brisbane,Greenslopes
4305,3,Detached House,1/01/2021,1/02/2021,1/02/2021,Public Housing,16,23,39,IPSWICH ,Ipswich,Ipswich West
4565,1,Apartment,1/05/2020,1/06/2020,1/07/2020,Public Housing,16,23,39,MAROOCHYDORE ,Noosa,Noosa
4032,1,Apartment,1/05/2021,1/05/2021,1/06/2021,Public Housing,16,25,41,CHERMSIDE ,Brisbane,Stafford
4560,1,Apartment,1/05/2021,1/05/2021,1/06/2021,Public Housing,16,25,41,MAROOCHYDORE ,Sunshine Coast,Nicklin
4019,1,Apartment,1/08/2020,1/09/2020,1/10/2020,Public Housing,16,26,42,MORETON BAY ,Moreton Bay,Redcliffe
4880,1,Apartment,1/09/2020,1/09/2020,1/10/2020,Public Housing,16,27,43,CAIRNS ,Mareeba,Cook
4812,1,Apartment,1/03/2021,1/03/2021,1/04/2021,Public Housing,16,27,43,TOWNSVILLE ,Townsville,Townsville
4120,1,Apartment,1/03/2021,1/04/2021,1/05/2021,Public Housing,16,28,44,BURANDA ,Brisbane,Greenslopes
4152,2,Apartment,1/03/2021,1/03/2021,1/04/2021,Public Housing,16,29,45,BURANDA ,Brisbane,Chatsworth
4053,1,Apartment,1/03/2021,1/04/2021,1/04/2021,Public Housing,16,29,45,CHERMSIDE ,Brisbane,Everton
4815,3,Detached House,1/05/2020,1/06/2020,1/07/2020,Public Housing,16,32,48,TOWNSVILLE ,Townsville,Thuringowa
4019,3,Townhouse,1/06/2020,1/07/2020,1/08/2020,Public Housing,16,35,51,MORETON BAY ,Moreton Bay,Redcliffe
4883,2,Duplex,1/07/2020,1/08/2020,1/09/2020,Public Housing,16,38,54,CAIRNS ,Tablelands,Hill
4034,1,Apartment,1/03/2021,1/04/2021,1/05/2021,Public Housing,16,39,55,CHERMSIDE ,Brisbane,Nudgee
4108,2,Apartment,1/11/2020,1/12/2020,1/01/2021,Public Housing,16,40,56,BURANDA ,Brisbane,Toohey
4122,1,Apartment,1/04/2021,1/05/2021,1/06/2021,Public Housing,16,47,63,BURANDA ,Brisbane,Mansfield
4122,1,Apartment,1/02/2021,1/02/2021,1/04/2021,Public Housing,16,47,63,BURANDA ,Brisbane,Mansfield
4163,1,Apartment,1/08/2020,1/09/2020,1/10/2020,Public Housing,16,47,63,BAYSIDE ,Redland,Oodgeroo
4825,1,Apartment,1/08/2020,1/09/2020,1/10/2020,Public Housing,16,49,65,MOUNT ISA ,Mount Isa,Traeger
4680,2,Townhouse,1/12/2020,1/01/2021,1/02/2021,Public Housing,16,51,67,GLADSTONE ,Gladstone,Gladstone
4031,1,Apartment,1/03/2021,1/03/2021,1/05/2021,Public Housing,16,52,68,CHERMSIDE ,Brisbane,Stafford
4220,1,Apartment,1/03/2021,1/03/2021,1/05/2021,Public Housing,16,54,70,GOLD COAST ,Gold Coast,Mermaid Beach
4103,1,Apartment,1/02/2021,1/03/2021,1/05/2021,Public Housing,16,64,80,BURANDA ,Brisbane,Miller
4161,1,Apartment,1/08/2020,1/08/2020,1/08/2020,Public Housing,17,0,17,BAYSIDE ,Redland,Capalaba
4077,3,Detached House,1/03/2021,1/03/2021,1/03/2021,Public Housing,17,0,17,INALA ,Brisbane,Inala
4205,3,Detached House,1/08/2020,1/08/2020,1/08/2020,Public Housing,17,0,17,LOGAN ,Logan,Waterford
4805,2,Duplex,1/12/2020,1/12/2020,1/12/2020,Public Housing,17,0,17,MACKAY ,Whitsunday,Burdekin
4078,3,Detached House,1/02/2021,1/03/2021,1/03/2021,Public Housing,17,0,17,INALA ,Brisbane,Inala
4701,3,Detached House,1/03/2021,1/04/2021,1/04/2021,Public Housing,17,0,17,ROCKHAMPTON ,Rockhampton,Keppel
4737,3,Detached House,1/01/2021,1/02/2021,1/02/2021,Public Housing,17,0,17,MACKAY ,Mackay,Mirani
4054,2,Apartment,1/06/2021,1/06/2021,1/06/2021,Public Housing,17,1,18,FORTITUDE VALLEY ,Brisbane,Ferny Grove
4207,3,Detached House,1/02/2021,1/02/2021,1/02/2021,Public Housing,17,1,18,LOGAN ,Logan,Macalister
4207,3,Detached House,1/09/2020,1/10/2020,1/10/2020,Public Housing,17,1,18,LOGAN ,Logan,Macalister
4207,1,Apartment,1/11/2020,1/12/2020,1/12/2020,Public Housing,17,1,18,LOGAN ,Logan,Macalister
4870,3,Detached House,1/12/2020,1/12/2020,1/12/2020,Public Housing,17,1,18,CAIRNS ,Cairns,Cairns
4305,1,Apartment,1/09/2020,1/09/2020,1/09/2020,Public Housing,17,1,18,IPSWICH ,Ipswich,Ipswich West
4114,2,Townhouse,1/12/2020,1/01/2021,1/01/2021,Public Housing,17,1,18,LOGAN ,Logan,Woodridge
4114,2,Townhouse,1/12/2020,1/12/2020,1/12/2020,Public Housing,17,1,18,LOGAN ,Logan,Waterford
4680,2,Townhouse,1/07/2020,1/07/2020,1/07/2020,Public Housing,17,2,19,GLADSTONE ,Gladstone,Gladstone
4865,4,Detached House,1/03/2021,1/03/2021,1/03/2021,Public Housing,17,2,19,CAIRNS ,Cairns,Mulgrave
4740,2,Apartment,1/02/2021,1/03/2021,1/03/2021,Public Housing,17,2,19,MACKAY ,Mackay,Mackay
4132,2,Apartment,1/01/2021,1/02/2021,1/02/2021,Public Housing,17,2,19,LOGAN ,Logan,Woodridge
4132,2,Apartment,1/06/2020,1/07/2020,1/07/2020,Public Housing,17,2,19,LOGAN ,Logan,Woodridge
4077,3,Detached House,1/05/2021,1/05/2021,1/05/2021,Public Housing,17,3,20,INALA ,Brisbane,Inala
4077,1,Apartment,1/09/2020,1/09/2020,1/09/2020,Public Housing,17,3,20,INALA ,Brisbane,Inala
4104,1,Apartment,1/02/2021,1/03/2021,1/03/2021,Public Housing,17,3,20,BURANDA ,Brisbane,Miller
4157,3,Detached House,1/02/2021,1/03/2021,1/03/2021,Public Housing,17,3,20,BAYSIDE ,Redland,Capalaba
4051,2,Apartment,1/01/2021,1/02/2021,1/02/2021,Public Housing,17,3,20,FORTITUDE VALLEY ,Brisbane,Ferny Grove
4122,3,Detached House,1/06/2020,1/07/2020,1/07/2020,Public Housing,17,4,21,BURANDA ,Brisbane,Mansfield
4740,3,Detached House,1/06/2021,1/06/2021,1/06/2021,Public Housing,17,4,21,MACKAY ,Mackay,Mackay
4650,2,Townhouse,1/05/2021,1/05/2021,1/05/2021,Public Housing,17,4,21,MARYBOROUGH ,Fraser Coast,Maryborough
4812,1,Apartment,1/12/2020,1/01/2021,1/01/2021,Public Housing,17,4,21,TOWNSVILLE ,Townsville,Townsville
4051,1,Apartment,1/03/2021,1/04/2021,1/04/2021,Public Housing,17,5,22,FORTITUDE VALLEY ,Brisbane,Stafford
4005,1,Apartment,1/07/2020,1/08/2020,1/08/2020,Public Housing,17,5,22,FORTITUDE VALLEY ,Brisbane,McConnel
4179,2,Townhouse,1/11/2020,1/12/2020,1/12/2020,Public Housing,17,5,22,BAYSIDE ,Brisbane,Lytton
4007,1,Apartment,1/06/2020,1/07/2020,1/07/2020,Public Housing,17,5,22,FORTITUDE VALLEY ,Brisbane,Clayfield
4715,3,Detached House,1/09/2020,1/09/2020,1/09/2020,Public Housing,17,5,22,ROCKHAMPTON ,Banana,Callide
4163,2,Cluster House,1/08/2020,1/08/2020,1/09/2020,Public Housing,17,5,22,BAYSIDE ,Redland,Oodgeroo
4022,3,Cluster House,1/05/2021,1/06/2021,1/06/2021,Public Housing,17,5,22,MORETON BAY ,Moreton Bay,Murrumba
4104,1,Apartment,1/06/2020,1/07/2020,1/07/2020,Public Housing,17,6,23,BURANDA ,Brisbane,Miller
4032,1,Apartment,1/01/2021,1/01/2021,1/01/2021,Public Housing,17,6,23,CHERMSIDE ,Brisbane,Stafford
4124,3,Detached House,1/10/2020,1/11/2020,1/11/2020,Public Housing,17,6,23,LOGAN ,Logan,Logan
4740,2,Apartment,1/02/2021,1/02/2021,1/03/2021,Public Housing,17,6,23,MACKAY ,Mackay,Mackay
4122,1,Apartment,1/03/2021,1/04/2021,1/04/2021,Public Housing,17,7,24,BURANDA ,Brisbane,Mansfield
4508,2,Detached House,1/07/2020,1/08/2020,1/08/2020,Public Housing,17,7,24,MORETON BAY ,Moreton Bay,Bancroft
4814,2,Townhouse,1/01/2021,1/01/2021,1/01/2021,Public Housing,17,7,24,TOWNSVILLE ,Townsville,Townsville
4815,2,Duplex,1/03/2021,1/04/2021,1/04/2021,Public Housing,17,7,24,TOWNSVILLE ,Townsville,Thuringowa
4054,2,Apartment,1/05/2021,1/05/2021,1/06/2021,Public Housing,17,8,25,FORTITUDE VALLEY ,Brisbane,Ferny Grove
4104,1,Apartment,1/01/2021,1/02/2021,1/02/2021,Public Housing,17,8,25,BURANDA ,Brisbane,Miller
4068,1,Apartment,1/05/2021,1/05/2021,1/06/2021,Public Housing,17,8,25,FORTITUDE VALLEY ,Brisbane,Maiwar
4870,1,Apartment,1/05/2021,1/05/2021,1/06/2021,Public Housing,17,8,25,CAIRNS ,Cairns,Cairns
4159,1,Apartment,1/05/2021,1/05/2021,1/06/2021,Public Housing,17,8,25,BAYSIDE ,Redland,Capalaba
4700,4,Detached House,1/04/2021,1/05/2021,1/05/2021,Public Housing,17,9,26,ROCKHAMPTON ,Rockhampton,Rockhampton
4869,4,Detached House,1/03/2021,1/03/2021,1/04/2021,Public Housing,17,10,27,CAIRNS ,Cairns,Mulgrave
4680,3,Detached House,1/06/2020,1/06/2020,1/07/2020,Public Housing,17,10,27,GLADSTONE ,Gladstone,Gladstone
4304,1,Apartment,1/10/2020,1/11/2020,1/11/2020,Public Housing,17,10,27,IPSWICH ,Ipswich,Ipswich
4019,1,Apartment,1/05/2021,1/06/2021,1/06/2021,Public Housing,17,10,27,MORETON BAY ,Moreton Bay,Redcliffe
4122,1,Apartment,1/01/2021,1/02/2021,1/02/2021,Public Housing,17,11,28,BURANDA ,Brisbane,Mansfield
4510,3,Detached House,1/05/2021,1/06/2021,1/06/2021,Public Housing,17,11,28,MORETON BAY ,Moreton Bay,Morayfield
4508,3,Detached House,1/09/2020,1/10/2020,1/10/2020,Public Housing,17,11,28,MORETON BAY ,Moreton Bay,Bancroft
4179,1,Apartment,1/09/2020,1/10/2020,1/10/2020,Public Housing,17,12,29,BAYSIDE ,Brisbane,Lytton
4870,4,Detached House,1/09/2020,1/10/2020,1/10/2020,Public Housing,17,12,29,CAIRNS ,Cairns,Cairns
4032,1,Apartment,1/09/2020,1/10/2020,1/10/2020,Public Housing,17,13,30,CHERMSIDE ,Brisbane,Stafford
4030,2,Apartment,1/05/2021,1/06/2021,1/06/2021,Public Housing,17,14,31,FORTITUDE VALLEY ,Brisbane,Clayfield
4157,2,Townhouse,1/10/2020,1/11/2020,1/11/2020,Public Housing,17,14,31,BAYSIDE ,Redland,Capalaba
4122,1,Apartment,1/06/2020,1/07/2020,1/07/2020,Public Housing,17,14,31,BURANDA ,Brisbane,Mansfield
4102,1,Apartment,1/08/2020,1/08/2020,1/09/2020,Public Housing,17,15,32,BURANDA ,Brisbane,South Brisbane
4304,1,Apartment,1/08/2020,1/09/2020,1/09/2020,Public Housing,17,15,32,IPSWICH ,Ipswich,Ipswich
4153,2,Townhouse,1/04/2021,1/04/2021,1/05/2021,Public Housing,17,17,34,BAYSIDE ,Brisbane,Chatsworth
4030,2,Apartment,1/03/2021,1/03/2021,1/04/2021,Public Housing,17,17,34,FORTITUDE VALLEY ,Brisbane,Clayfield
4343,2,Townhouse,1/08/2020,1/09/2020,1/09/2020,Public Housing,17,18,35,IPSWICH ,Lockyer Valley,Lockyer
4570,2,Duplex,1/03/2021,1/04/2021,1/04/2021,Public Housing,17,18,35,MAROOCHYDORE ,Gympie,Gympie
4502,1,Apartment,1/09/2020,1/10/2020,1/10/2020,Public Housing,17,19,36,MORETON BAY ,Moreton Bay,Kurwongbah
4007,1,Apartment,1/04/2021,1/04/2021,1/05/2021,Public Housing,17,20,37,FORTITUDE VALLEY ,Brisbane,Clayfield
4163,1,Apartment,1/10/2020,1/10/2020,1/11/2020,Public Housing,17,20,37,BAYSIDE ,Redland,Oodgeroo
4305,1,Apartment,1/08/2020,1/09/2020,1/09/2020,Public Housing,17,21,38,IPSWICH ,Ipswich,Ipswich West
4655,1,Apartment,1/05/2021,1/05/2021,1/06/2021,Public Housing,17,21,38,MARYBOROUGH ,Fraser Coast,Hervey Bay
4650,2,Townhouse,1/06/2020,1/06/2020,1/07/2020,Public Housing,17,25,42,MARYBOROUGH ,Fraser Coast,Maryborough
4104,1,Apartment,1/04/2021,1/05/2021,1/06/2021,Public Housing,17,26,43,BURANDA ,Brisbane,Miller
4650,1,Apartment,1/03/2021,1/03/2021,1/04/2021,Public Housing,17,26,43,MARYBOROUGH ,Fraser Coast,Maryborough
4101,1,Apartment,1/12/2020,1/12/2020,1/01/2021,Public Housing,17,27,44,FORTITUDE VALLEY ,Brisbane,South Brisbane
4022,3,Detached House,1/11/2020,1/12/2020,1/01/2021,Public Housing,17,27,44,MORETON BAY ,Moreton Bay,Murrumba
4558,1,Apartment,1/01/2021,1/01/2021,1/02/2021,Public Housing,17,28,45,MAROOCHYDORE ,Sunshine Coast,Maroochydore
4740,2,Townhouse,1/03/2021,1/04/2021,1/05/2021,Public Housing,17,31,48,MACKAY ,Mackay,Mackay
4300,3,Detached House,1/08/2020,1/09/2020,1/10/2020,Public Housing,17,32,49,IPSWICH ,Ipswich,Bundamba
4225,2,Apartment,1/06/2020,1/07/2020,1/08/2020,Public Housing,17,33,50,GOLD COAST ,Gold Coast,Currumbin
4812,2,Townhouse,1/07/2020,1/08/2020,1/09/2020,Public Housing,17,33,50,TOWNSVILLE ,Townsville,Townsville
4030,3,Apartment,1/04/2021,1/04/2021,1/06/2021,Public Housing,17,35,52,FORTITUDE VALLEY ,Brisbane,Clayfield
4300,3,Detached House,1/12/2020,1/12/2020,1/01/2021,Public Housing,17,35,52,IPSWICH ,Ipswich,Bundamba
4507,3,Detached House,1/06/2020,1/07/2020,1/08/2020,Public Housing,17,36,53,MORETON BAY ,Moreton Bay,Pumicestone
4178,1,Apartment,1/09/2020,1/09/2020,1/11/2020,Public Housing,17,40,57,BAYSIDE ,Brisbane,Lytton
4019,1,Apartment,1/11/2020,1/12/2020,1/01/2021,Public Housing,17,41,58,MORETON BAY ,Moreton Bay,Redcliffe
4503,2,Apartment,1/05/2020,1/05/2020,1/07/2020,Public Housing,17,42,59,MORETON BAY ,Moreton Bay,Murrumba
4017,1,Apartment,1/03/2021,1/04/2021,1/05/2021,Public Housing,17,43,60,CHERMSIDE ,Brisbane,Sandgate
4051,3,Detached House,1/06/2020,1/06/2020,1/08/2020,Public Housing,17,49,66,FORTITUDE VALLEY ,Brisbane,Ferny Grove
4178,1,Apartment,1/10/2020,1/11/2020,1/01/2021,Public Housing,17,50,67,BAYSIDE ,Brisbane,Lytton
4005,1,Apartment,1/05/2020,1/05/2020,1/07/2020,Public Housing,17,50,67,FORTITUDE VALLEY ,Brisbane,McConnel
4179,2,Townhouse,1/11/2020,1/11/2020,1/01/2021,Public Housing,17,63,80,BAYSIDE ,Brisbane,Lytton
4030,2,Apartment,1/03/2021,1/03/2021,1/06/2021,Public Housing,17,84,101,FORTITUDE VALLEY ,Brisbane,Clayfield
4054,3,Detached House,1/02/2021,1/02/2021,1/02/2021,Public Housing,18,0,18,FORTITUDE VALLEY ,Brisbane,Ferny Grove
4870,2,Townhouse,1/04/2021,1/04/2021,1/04/2021,Public Housing,18,0,18,CAIRNS ,Cairns,Cairns
4720,2,Dual Occupancy,1/07/2020,1/08/2020,1/08/2020,Public Housing,18,0,18,EMERALD ,Central Highlands,Gregory
4131,3,Detached House,1/03/2021,1/03/2021,1/03/2021,Public Housing,18,0,18,LOGAN ,Logan,Waterford
4744,3,Detached House,1/05/2021,1/05/2021,1/05/2021,Public Housing,18,0,18,MACKAY ,Isaac,Burdekin
4817,4,Detached House,1/11/2020,1/12/2020,1/12/2020,Public Housing,18,0,18,TOWNSVILLE ,Townsville,Thuringowa
4114,3,Detached House,1/01/2021,1/02/2021,1/02/2021,Public Housing,18,0,18,LOGAN ,Logan,Woodridge
4113,4,Detached House,1/05/2021,1/06/2021,1/06/2021,Public Housing,18,0,18,BURANDA ,Brisbane,Stretton
4075,3,Detached House,1/10/2020,1/11/2020,1/11/2020,Public Housing,18,1,19,INALA ,Brisbane,Mount Ommaney
4740,2,Townhouse,1/02/2021,1/03/2021,1/03/2021,Public Housing,18,1,19,MACKAY ,Mackay,Mackay
4132,3,Detached House,1/11/2020,1/12/2020,1/12/2020,Public Housing,18,1,19,LOGAN ,Logan,Woodridge
4077,2,Townhouse,1/06/2020,1/07/2020,1/07/2020,Public Housing,18,1,19,INALA ,Brisbane,Inala
4032,3,Detached House,1/07/2020,1/08/2020,1/08/2020,Public Housing,18,2,20,CHERMSIDE ,Brisbane,Stafford
4053,1,Apartment,1/06/2021,1/06/2021,1/06/2021,Public Housing,18,2,20,CHERMSIDE ,Brisbane,Everton
4703,2,Apartment,1/05/2021,1/06/2021,1/06/2021,Public Housing,18,2,20,ROCKHAMPTON ,Livingstone,Keppel
4869,4,Detached House,1/04/2021,1/05/2021,1/05/2021,Public Housing,18,2,20,CAIRNS ,Cairns,Mulgrave
4740,1,Apartment,1/03/2021,1/03/2021,1/04/2021,Public Housing,18,2,20,MACKAY ,Mackay,Mackay
4179,2,Townhouse,1/11/2020,1/12/2020,1/12/2020,Public Housing,18,3,21,BAYSIDE ,Brisbane,Lytton
4170,3,Detached House,1/01/2021,1/02/2021,1/02/2021,Public Housing,18,3,21,BURANDA ,Brisbane,Bulimba
4163,1,Apartment,1/05/2021,1/06/2021,1/06/2021,Public Housing,18,3,21,BAYSIDE ,Redland,Oodgeroo
4508,2,Duplex,1/07/2020,1/07/2020,1/07/2020,Public Housing,18,3,21,MORETON BAY ,Moreton Bay,Bancroft
4133,3,Detached House,1/10/2020,1/11/2020,1/11/2020,Public Housing,18,3,21,LOGAN ,Logan,Waterford
4051,3,Townhouse,1/08/2020,1/08/2020,1/09/2020,Public Housing,18,4,22,FORTITUDE VALLEY ,Brisbane,Ferny Grove
4068,1,Apartment,1/07/2020,1/07/2020,1/08/2020,Public Housing,18,4,22,FORTITUDE VALLEY ,Brisbane,Maiwar
4680,3,Detached House,1/12/2020,1/01/2021,1/01/2021,Public Housing,18,4,22,GLADSTONE ,Gladstone,Gladstone
4680,3,Detached House,1/07/2020,1/08/2020,1/08/2020,Public Housing,18,4,22,GLADSTONE ,Gladstone,Gladstone
4304,1,Apartment,1/04/2021,1/05/2021,1/05/2021,Public Housing,18,4,22,IPSWICH ,Ipswich,Ipswich
4179,2,Townhouse,1/02/2021,1/02/2021,1/03/2021,Public Housing,18,5,23,BAYSIDE ,Brisbane,Lytton
4157,2,Townhouse,1/06/2020,1/07/2020,1/07/2020,Public Housing,18,5,23,BAYSIDE ,Redland,Capalaba
4870,1,Apartment,1/12/2020,1/01/2021,1/01/2021,Public Housing,18,5,23,CAIRNS ,Cairns,Cairns
4171,1,Apartment,1/04/2021,1/04/2021,1/05/2021,Public Housing,18,6,24,BURANDA ,Brisbane,Bulimba
4114,2,Apartment,1/01/2021,1/01/2021,1/01/2021,Public Housing,18,6,24,LOGAN ,Logan,Woodridge
4703,2,Apartment,1/05/2021,1/06/2021,1/06/2021,Public Housing,18,6,24,ROCKHAMPTON ,Livingstone,Keppel
4740,1,Apartment,1/03/2021,1/04/2021,1/04/2021,Public Housing,18,6,24,MACKAY ,Mackay,Mackay
4807,3,Detached House,1/02/2021,1/03/2021,1/03/2021,Public Housing,18,7,25,TOWNSVILLE ,Burdekin,Burdekin
4102,1,Apartment,1/10/2020,1/10/2020,1/11/2020,Public Housing,18,7,25,FORTITUDE VALLEY ,Brisbane,South Brisbane
4103,1,Townhouse,1/05/2021,1/05/2021,1/06/2021,Public Housing,18,7,25,BURANDA ,Brisbane,Miller
4860,3,Detached House,1/11/2020,1/12/2020,1/12/2020,Public Housing,18,7,25,CAIRNS ,Cassowary Coast,Hill
4740,2,Townhouse,1/02/2021,1/03/2021,1/03/2021,Public Housing,18,7,25,MACKAY ,Mackay,Mackay
4054,3,Detached House,1/02/2021,1/02/2021,1/03/2021,Public Housing,18,8,26,FORTITUDE VALLEY ,Brisbane,Ferny Grove
4740,2,Townhouse,1/04/2021,1/05/2021,1/05/2021,Public Housing,18,8,26,MACKAY ,Mackay,Mackay
4151,1,Apartment,1/09/2020,1/09/2020,1/10/2020,Public Housing,18,9,27,BURANDA ,Brisbane,Greenslopes
4715,3,Detached House,1/04/2021,1/05/2021,1/05/2021,Public Housing,18,9,27,ROCKHAMPTON ,Banana,Callide
4114,3,Townhouse,1/07/2020,1/07/2020,1/08/2020,Public Housing,18,9,27,LOGAN ,Logan,Woodridge
4561,2,Townhouse,1/12/2020,1/01/2021,1/01/2021,Public Housing,18,9,27,MAROOCHYDORE ,Sunshine Coast,Nicklin
4053,4,Detached House,1/03/2021,1/03/2021,1/04/2021,Public Housing,18,10,28,CHERMSIDE ,Brisbane,Stafford
4178,2,Townhouse,1/07/2020,1/08/2020,1/08/2020,Public Housing,18,10,28,BAYSIDE ,Brisbane,Lytton
4178,1,Apartment,1/08/2020,1/08/2020,1/09/2020,Public Housing,18,13,31,BAYSIDE ,Brisbane,Lytton
