Postcode,Bedrooms,PropertyType,VUDate,VTDate,TENDate,VUDays,VTDays,TotalVAC,RUUseType,HousingServiceCentre,LocalGovtAuthority,StateElectorate
4017,2,Cluster House,18/05/2022,3/06/2022,23/06/2022,16,20,36,Public Housing,CHERMSIDE HSC,Brisbane,Sandgate
4105,1,Apartment,9/08/2021,23/08/2021,7/10/2021,14,45,59,Public Housing,BURANDA HSC,Brisbane,Miller
4122,2,Townhouse,17/08/2021,6/09/2021,19/10/2021,20,43,63,Public Housing,BURANDA HSC,Brisbane,Mansfield
4121,3,Detached House,21/10/2021,21/10/2021,21/10/2021,0,0,0,Public Housing,BURANDA HSC,Brisbane,Miller
4101,1,Apartment,19/07/2021,5/08/2021,6/08/2021,17,1,18,Public Housing,FORTITUDE VALLEY HSC,Brisbane,South Brisbane
4101,1,Apartment,16/03/2022,29/03/2022,13/04/2022,13,15,28,Public Housing,FORTITUDE VALLEY HSC,Brisbane,South Brisbane
4101,1,Apartment,19/07/2021,5/08/2021,6/08/2021,17,1,18,Public Housing,FORTITUDE VALLEY HSC,Brisbane,South Brisbane
4122,1,Apartment,11/01/2022,31/01/2022,11/03/2022,20,39,59,Public Housing,BURANDA HSC,Brisbane,Mansfield
4122,1,Apartment,21/03/2022,11/05/2022,2/06/2022,51,22,73,Public Housing,BURANDA HSC,Brisbane,Mansfield
4170,2,Townhouse,2/03/2022,14/03/2022,14/03/2022,12,0,12,Public Housing,BURANDA HSC,Brisbane,Bulimba
4005,1,Apartment,29/04/2022,18/05/2022,24/05/2022,19,6,25,Community Housing,FORTITUDE VALLEY HSC,Brisbane,McConnel
4005,1,Apartment,17/09/2021,7/04/2022,7/04/2022,202,0,202,Community Housing,FORTITUDE VALLEY HSC,Brisbane,McConnel
4005,1,Apartment,15/12/2021,24/03/2022,24/03/2022,99,0,99,Community Housing,FORTITUDE VALLEY HSC,Brisbane,McConnel
4103,1,Apartment,5/10/2021,26/10/2021,25/11/2021,21,30,51,Public Housing,BURANDA HSC,Brisbane,Miller
4103,2,Townhouse,9/11/2021,22/11/2021,3/12/2021,13,11,24,Public Housing,BURANDA HSC,Brisbane,South Brisbane
4170,1,Apartment,12/10/2021,8/11/2021,26/11/2021,27,18,45,Public Housing,BURANDA HSC,Brisbane,Bulimba
4005,1,Room,5/04/2022,6/05/2022,6/05/2022,31,0,31,Community Housing,FORTITUDE VALLEY HSC,Brisbane,McConnel
4032,3,Detached House,20/10/2021,23/11/2021,30/11/2021,34,7,41,Public Housing,CHERMSIDE HSC,Brisbane,Stafford
4170,1,Apartment,15/12/2021,2/02/2022,14/02/2022,49,12,61,Public Housing,BURANDA HSC,Brisbane,Bulimba
4170,1,Apartment,15/09/2021,5/10/2021,15/10/2021,20,10,30,Public Housing,BURANDA HSC,Brisbane,Bulimba
4105,2,Apartment,2/08/2021,20/08/2021,7/09/2021,18,18,36,Public Housing,BURANDA HSC,Brisbane,Toohey
4013,1,Apartment,14/03/2022,17/05/2022,9/06/2022,64,23,87,Public Housing,CHERMSIDE HSC,Brisbane,Nudgee
4102,1,Apartment,29/06/2021,12/07/2021,18/08/2021,13,37,50,Public Housing,BURANDA HSC,Brisbane,South Brisbane
4107,1,Apartment,12/11/2021,1/12/2021,7/01/2022,19,37,56,Public Housing,BURANDA HSC,Brisbane,Toohey
4032,2,Detached House,14/09/2021,6/10/2021,3/11/2021,22,28,50,Public Housing,CHERMSIDE HSC,Brisbane,Stafford
4169,1,Apartment,9/05/2022,23/05/2022,24/05/2022,14,1,15,Public Housing,FORTITUDE VALLEY HSC,Brisbane,South Brisbane
4169,1,Apartment,15/10/2021,28/10/2021,9/11/2021,13,12,25,Public Housing,FORTITUDE VALLEY HSC,Brisbane,South Brisbane
4170,1,Apartment,6/10/2021,31/10/2021,17/11/2021,25,17,42,Public Housing,BURANDA HSC,Brisbane,Bulimba
0,1,Apartment,25/05/2022,9/06/2022,13/06/2022,15,4,19,Public Housing,FORTITUDE VALLEY HSC,Brisbane,Clayfield
4068,1,Apartment,19/07/2021,5/08/2021,9/08/2021,17,4,21,Public Housing,FORTITUDE VALLEY HSC,Brisbane,Maiwar
4068,1,Apartment,21/12/2021,13/01/2022,31/01/2022,23,18,41,Public Housing,FORTITUDE VALLEY HSC,Brisbane,Maiwar
4064,1,Apartment,30/06/2021,15/07/2021,16/07/2021,15,1,16,Public Housing,FORTITUDE VALLEY HSC,Brisbane,Cooper
4121,1,Apartment,8/12/2021,21/12/2021,11/01/2022,13,21,34,Public Housing,BURANDA HSC,Brisbane,Greenslopes
4030,1,Apartment,12/05/2022,1/06/2022,8/06/2022,20,7,27,Public Housing,FORTITUDE VALLEY HSC,Brisbane,Clayfield
4012,1,Apartment,23/03/2022,7/04/2022,28/04/2022,15,21,36,Public Housing,CHERMSIDE HSC,Brisbane,Nudgee
4105,1,Apartment,27/05/2022,14/06/2022,27/06/2022,18,13,31,Public Housing,BURANDA HSC,Brisbane,Toohey
4031,1,Apartment,16/07/2021,29/07/2021,26/08/2021,13,28,41,Public Housing,CHERMSIDE HSC,Brisbane,Clayfield
4169,1,Apartment,21/12/2021,11/01/2022,27/01/2022,21,16,37,Public Housing,FORTITUDE VALLEY HSC,Brisbane,South Brisbane
4034,2,Apartment,24/01/2022,9/02/2022,14/03/2022,16,33,49,Public Housing,CHERMSIDE HSC,Brisbane,Nudgee
4031,1,Apartment,21/07/2021,13/08/2021,6/09/2021,23,24,47,Public Housing,CHERMSIDE HSC,Brisbane,Stafford
4006,1,Apartment,12/05/2022,2/06/2022,7/06/2022,21,5,26,Public Housing,FORTITUDE VALLEY HSC,Brisbane,McConnel
4006,2,Apartment,13/11/2021,29/11/2021,8/12/2021,16,9,25,Public Housing,FORTITUDE VALLEY HSC,Brisbane,McConnel
4011,1,Apartment,11/03/2022,30/03/2022,16/05/2022,19,47,66,Public Housing,FORTITUDE VALLEY HSC,Brisbane,Clayfield
4013,2,Townhouse,6/08/2021,18/08/2021,24/08/2021,12,6,18,Public Housing,CHERMSIDE HSC,Brisbane,Nudgee
4074,4,Detached House,2/12/2021,20/12/2021,21/12/2021,18,1,19,Public Housing,INALA HSC,Brisbane,Mount Ommaney
4007,1,Apartment,17/08/2021,30/08/2021,31/08/2021,13,1,14,Public Housing,FORTITUDE VALLEY HSC,Brisbane,Clayfield
4007,1,Apartment,27/09/2021,12/10/2021,25/10/2021,15,13,28,Public Housing,FORTITUDE VALLEY HSC,Brisbane,Clayfield
4122,1,Apartment,26/10/2021,10/11/2021,1/12/2021,15,21,36,Public Housing,BURANDA HSC,Brisbane,Mansfield
4122,1,Apartment,23/06/2021,8/07/2021,6/09/2021,15,60,75,Public Housing,BURANDA HSC,Brisbane,Mansfield
4017,2,Townhouse,21/10/2021,15/11/2021,12/01/2022,25,58,83,Public Housing,CHERMSIDE HSC,Brisbane,Sandgate
4075,1,Apartment,11/04/2022,22/04/2022,16/05/2022,11,24,35,Public Housing,INALA HSC,Brisbane,Miller
4075,1,Apartment,30/05/2022,10/06/2022,20/06/2022,11,10,21,Public Housing,INALA HSC,Brisbane,Miller
4005,1,Apartment,27/10/2021,10/11/2021,10/12/2021,14,30,44,Public Housing,FORTITUDE VALLEY HSC,Brisbane,McConnel
4170,1,Apartment,20/09/2021,28/09/2021,5/11/2021,8,38,46,Public Housing,BURANDA HSC,Brisbane,Bulimba
4006,1,Apartment,17/08/2021,30/08/2021,2/09/2021,13,3,16,Public Housing,FORTITUDE VALLEY HSC,Brisbane,McConnel
4105,2,Apartment,6/01/2022,24/01/2022,18/02/2022,18,25,43,Public Housing,BURANDA HSC,Brisbane,Toohey
4122,1,Apartment,22/10/2021,11/11/2021,1/12/2021,20,20,40,Public Housing,BURANDA HSC,Brisbane,Mansfield
4122,1,Apartment,7/02/2022,21/02/2022,25/02/2022,14,4,18,Public Housing,BURANDA HSC,Brisbane,Mansfield
4122,1,Apartment,13/04/2022,6/05/2022,10/05/2022,23,4,27,Public Housing,BURANDA HSC,Brisbane,Mansfield
4178,2,Apartment,28/05/2021,23/06/2021,22/07/2021,26,29,55,Public Housing,BAYSIDE HSC,Brisbane,Lytton
4051,1,Apartment,30/09/2021,14/10/2021,3/11/2021,14,20,34,Public Housing,FORTITUDE VALLEY HSC,Brisbane,Everton
4006,1,Apartment,25/01/2022,9/02/2022,3/03/2022,15,22,37,Public Housing,FORTITUDE VALLEY HSC,Brisbane,McConnel
4051,1,Apartment,25/02/2022,16/03/2022,26/04/2022,19,41,60,Public Housing,FORTITUDE VALLEY HSC,Brisbane,Stafford
4051,1,Apartment,5/07/2021,19/07/2021,20/07/2021,14,1,15,Public Housing,FORTITUDE VALLEY HSC,Brisbane,Stafford
4077,4,Detached House,16/02/2022,4/03/2022,9/03/2022,16,5,21,Public Housing,INALA HSC,Brisbane,Inala
4030,3,Townhouse,22/04/2022,24/05/2022,24/05/2022,32,0,32,Public Housing,FORTITUDE VALLEY HSC,Brisbane,Clayfield
0,1,Apartment,23/06/2021,25/06/2021,7/07/2021,2,12,14,Public Housing,FORTITUDE VALLEY HSC,Brisbane,Stafford
0,2,Apartment,22/06/2021,6/07/2021,12/07/2021,14,6,20,Public Housing,CHERMSIDE HSC,Brisbane,Stafford
4051,1,Apartment,27/01/2022,11/02/2022,18/02/2022,15,7,22,Public Housing,FORTITUDE VALLEY HSC,Brisbane,Everton
4051,1,Apartment,3/09/2021,15/09/2021,17/09/2021,12,2,14,Public Housing,FORTITUDE VALLEY HSC,Brisbane,Stafford
4005,1,Apartment,23/07/2021,11/08/2021,18/08/2021,19,7,26,Public Housing,FORTITUDE VALLEY HSC,Brisbane,McConnel
4005,1,Apartment,29/04/2021,13/05/2021,12/07/2021,14,60,74,Public Housing,FORTITUDE VALLEY HSC,Brisbane,McConnel
4031,2,Apartment,21/10/2021,23/11/2021,14/01/2022,33,52,85,Public Housing,CHERMSIDE HSC,Brisbane,Stafford
4152,2,Apartment,6/05/2022,6/05/2022,6/05/2022,0,0,0,Public Housing,BURANDA HSC,Brisbane,Chatsworth
4152,2,Apartment,24/05/2022,24/05/2022,24/05/2022,0,0,0,Public Housing,BURANDA HSC,Brisbane,Chatsworth
4179,1,Apartment,14/02/2022,2/03/2022,28/03/2022,16,26,42,Public Housing,BAYSIDE HSC,Brisbane,Lytton
4178,2,Apartment,4/04/2022,21/04/2022,29/04/2022,17,8,25,Public Housing,BAYSIDE HSC,Brisbane,Lytton
4178,2,Apartment,23/06/2021,14/07/2021,26/07/2021,21,12,33,Public Housing,BAYSIDE HSC,Brisbane,Lytton
4012,1,Apartment,9/07/2021,22/07/2021,4/08/2021,13,13,26,Public Housing,CHERMSIDE HSC,Brisbane,Nudgee
4075,2,Apartment,31/08/2021,21/09/2021,28/09/2021,21,7,28,Public Housing,INALA HSC,Brisbane,Mount Ommaney
4075,1,Apartment,31/08/2021,7/10/2021,7/10/2021,37,0,37,Public Housing,INALA HSC,Brisbane,Mount Ommaney
4075,1,Apartment,8/06/2022,17/06/2022,17/06/2022,9,0,9,Public Housing,INALA HSC,Brisbane,Mount Ommaney
4032,1,Apartment,29/03/2022,5/04/2022,20/04/2022,7,15,22,Public Housing,CHERMSIDE HSC,Brisbane,Stafford
4068,2,Apartment,20/10/2021,15/11/2021,3/12/2021,26,18,44,Public Housing,FORTITUDE VALLEY HSC,Brisbane,Maiwar
4068,2,Apartment,18/05/2022,1/06/2022,7/06/2022,14,6,20,Public Housing,FORTITUDE VALLEY HSC,Brisbane,Maiwar
4068,1,Apartment,25/10/2021,9/11/2021,12/11/2021,15,3,18,Public Housing,FORTITUDE VALLEY HSC,Brisbane,Maiwar
4120,1,Apartment,23/02/2022,14/03/2022,29/03/2022,19,15,34,Public Housing,BURANDA HSC,Brisbane,Greenslopes
4053,1,Apartment,16/03/2022,31/03/2022,5/04/2022,15,5,20,Public Housing,CHERMSIDE HSC,Brisbane,Everton
4032,1,Apartment,17/08/2021,30/08/2021,1/09/2021,13,2,15,Public Housing,CHERMSIDE HSC,Brisbane,Stafford
0,1,Apartment,1/03/2022,9/03/2022,14/03/2022,8,5,13,Public Housing,CHERMSIDE HSC,Brisbane,Stafford
4032,1,Apartment,24/09/2021,12/10/2021,15/10/2021,18,3,21,Public Housing,CHERMSIDE HSC,Brisbane,Stafford
4031,1,Apartment,28/01/2022,11/02/2022,10/03/2022,14,27,41,Public Housing,CHERMSIDE HSC,Brisbane,Stafford
4068,1,Apartment,10/06/2021,23/06/2021,7/07/2021,13,14,27,Public Housing,FORTITUDE VALLEY HSC,Brisbane,Maiwar
4068,1,Apartment,30/06/2021,19/07/2021,16/08/2021,19,28,47,Public Housing,FORTITUDE VALLEY HSC,Brisbane,Maiwar
4059,1,Apartment,7/12/2021,9/02/2022,8/03/2022,64,27,91,Public Housing,FORTITUDE VALLEY HSC,Brisbane,Cooper
4012,2,Apartment,24/08/2021,13/09/2021,1/10/2021,20,18,38,Public Housing,CHERMSIDE HSC,Brisbane,Nudgee
4121,1,Apartment,14/04/2022,15/06/2022,27/06/2022,62,12,74,Public Housing,BURANDA HSC,Brisbane,Greenslopes
4178,2,Apartment,24/03/2022,11/04/2022,10/05/2022,18,29,47,Public Housing,BAYSIDE HSC,Brisbane,Lytton
4178,2,Apartment,25/05/2021,9/06/2021,20/07/2021,15,41,56,Public Housing,BAYSIDE HSC,Brisbane,Lytton
4077,1,Apartment,22/10/2021,1/11/2021,3/11/2021,10,2,12,Public Housing,INALA HSC,Brisbane,Inala
4077,1,Apartment,13/04/2022,28/04/2022,29/04/2022,15,1,16,Public Housing,INALA HSC,Brisbane,Inala
4051,1,Apartment,3/08/2021,20/08/2021,9/09/2021,17,20,37,Public Housing,FORTITUDE VALLEY HSC,Brisbane,Stafford
0,2,Duplex,12/07/2021,27/07/2021,1/09/2021,15,36,51,Public Housing,BURANDA HSC,Brisbane,Toohey
4075,1,Apartment,7/09/2021,15/10/2021,25/10/2021,38,10,48,Public Housing,INALA HSC,Brisbane,Mount Ommaney
4075,1,Apartment,11/02/2022,21/02/2022,22/02/2022,10,1,11,Public Housing,INALA HSC,Brisbane,Mount Ommaney
4075,3,Detached House,3/02/2022,29/03/2022,21/04/2022,54,23,77,Public Housing,INALA HSC,Brisbane,Mount Ommaney
4075,2,Cluster House,16/07/2021,30/07/2021,9/08/2021,14,10,24,Public Housing,INALA HSC,Brisbane,Mount Ommaney
4109,4,Detached House,20/04/2022,20/04/2022,20/04/2022,0,0,0,Public Housing,BURANDA HSC,Brisbane,Toohey
4018,1,Apartment,25/06/2021,8/07/2021,26/07/2021,13,18,31,Public Housing,CHERMSIDE HSC,Brisbane,Sandgate
4018,1,Apartment,28/04/2022,20/05/2022,14/06/2022,22,25,47,Public Housing,CHERMSIDE HSC,Brisbane,Sandgate
4152,4,Townhouse,29/03/2022,9/05/2022,8/06/2022,41,30,71,Public Housing,BURANDA HSC,Brisbane,Chatsworth
4170,2,Townhouse,15/02/2022,4/03/2022,4/04/2022,17,31,48,Public Housing,BURANDA HSC,Brisbane,Bulimba
4012,1,Townhouse,24/09/2021,12/10/2021,11/11/2021,18,30,48,Public Housing,CHERMSIDE HSC,Brisbane,Nudgee
0,4,Detached House,5/01/2022,2/02/2022,7/02/2022,28,5,33,Public Housing,INALA HSC,Brisbane,Inala
4108,3,Detached House,2/10/2021,2/10/2021,2/10/2021,0,0,0,Public Housing,BURANDA HSC,Brisbane,Toohey
4122,3,Detached House,10/09/2021,12/10/2021,1/11/2021,32,20,52,Public Housing,BURANDA HSC,Brisbane,Mansfield
4169,1,Apartment,10/02/2022,24/03/2022,26/05/2022,42,63,105,Community Housing,FORTITUDE VALLEY HSC,Brisbane,South Brisbane
4102,1,Apartment,25/08/2021,23/09/2021,23/09/2021,29,0,29,Community Housing,BURANDA HSC,Brisbane,South Brisbane
4152,3,Detached House,1/03/2022,1/03/2022,1/03/2022,0,0,0,Public Housing,BURANDA HSC,Brisbane,Chatsworth
4178,3,Detached House,20/01/2022,3/02/2022,3/02/2022,14,0,14,Public Housing,BAYSIDE HSC,Brisbane,Lytton
4169,2,Apartment,14/04/2022,12/05/2022,9/06/2022,28,28,56,Public Housing,FORTITUDE VALLEY HSC,Brisbane,South Brisbane
4169,2,Apartment,21/07/2021,5/08/2021,11/08/2021,15,6,21,Public Housing,FORTITUDE VALLEY HSC,Brisbane,South Brisbane
4169,1,Apartment,7/04/2022,29/04/2022,11/05/2022,22,12,34,Public Housing,FORTITUDE VALLEY HSC,Brisbane,South Brisbane
4179,3,Detached House,7/02/2022,2/03/2022,10/03/2022,23,8,31,Public Housing,BAYSIDE HSC,Brisbane,Lytton
4068,1,Apartment,17/01/2022,2/02/2022,4/02/2022,16,2,18,Public Housing,FORTITUDE VALLEY HSC,Brisbane,Maiwar
4007,1,Apartment,21/10/2021,9/11/2021,15/11/2021,19,6,25,Public Housing,FORTITUDE VALLEY HSC,Brisbane,Clayfield
4051,2,Apartment,19/04/2022,19/05/2022,2/06/2022,30,14,44,Public Housing,FORTITUDE VALLEY HSC,Brisbane,Stafford
4103,2,Apartment,24/11/2021,6/12/2021,18/01/2022,12,43,55,Public Housing,BURANDA HSC,Brisbane,Miller
4103,2,Apartment,4/05/2022,23/05/2022,1/06/2022,19,9,28,Public Housing,BURANDA HSC,Brisbane,Miller
4034,2,Apartment,26/08/2021,10/09/2021,23/09/2021,15,13,28,Public Housing,CHERMSIDE HSC,Brisbane,Nudgee
4034,2,Apartment,17/03/2022,7/04/2022,26/04/2022,21,19,40,Public Housing,CHERMSIDE HSC,Brisbane,Nudgee
4103,2,Apartment,1/02/2022,18/02/2022,25/03/2022,17,35,52,Public Housing,BURANDA HSC,Brisbane,Miller
4110,3,Detached House,24/02/2022,22/03/2022,29/03/2022,26,7,33,Public Housing,INALA HSC,Brisbane,Algester
4014,4,Detached House,6/07/2021,27/07/2021,20/08/2021,21,24,45,Aboriginal and Torres Strait Islander Housing,CHERMSIDE HSC,Brisbane,Nudgee
4110,4,Detached House,8/11/2021,26/11/2021,26/11/2021,18,0,18,Public Housing,INALA HSC,Brisbane,Algester
4012,3,Detached House,14/03/2022,1/04/2022,4/04/2022,18,3,21,Public Housing,CHERMSIDE HSC,Brisbane,Stafford
4078,4,Detached House,21/12/2021,27/01/2022,31/01/2022,37,4,41,Public Housing,INALA HSC,Brisbane,Inala
0,3,Detached House,10/08/2021,30/08/2021,9/09/2021,20,10,30,Aboriginal and Torres Strait Islander Housing,CHERMSIDE HSC,Brisbane,Stafford
4053,2,Townhouse,6/07/2021,22/07/2021,12/08/2021,16,21,37,Public Housing,CHERMSIDE HSC,Brisbane,Stafford
4012,2,Townhouse,22/09/2021,12/10/2021,14/10/2021,20,2,22,Public Housing,CHERMSIDE HSC,Brisbane,Nudgee
4051,2,Apartment,5/10/2021,25/10/2021,28/10/2021,20,3,23,Public Housing,FORTITUDE VALLEY HSC,Brisbane,Everton
4032,2,Apartment,26/10/2021,16/11/2021,7/12/2021,21,21,42,Public Housing,CHERMSIDE HSC,Brisbane,Stafford
4006,1,Apartment,12/02/2022,7/03/2022,15/03/2022,23,8,31,Community Housing,FORTITUDE VALLEY HSC,Brisbane,McConnel
4861,3,Detached House,3/08/2021,23/08/2021,30/08/2021,20,7,27,Public Housing,CAIRNS HSC,Cairns,Hill
4725,3,Detached House,4/08/2021,5/11/2021,22/11/2021,93,17,110,Public Housing,EMERALD HSC,Barcaldine,Gregory
4304,3,Detached House,7/03/2022,1/04/2022,7/04/2022,25,6,31,Public Housing,IPSWICH HSC,Ipswich,Bundamba
4304,3,Detached House,24/08/2021,8/09/2021,17/09/2021,15,9,24,Public Housing,IPSWICH HSC,Ipswich,Bundamba
4304,3,Detached House,21/09/2021,1/10/2021,12/10/2021,10,11,21,Public Housing,IPSWICH HSC,Ipswich,Bundamba
4304,2,Duplex,21/06/2021,12/07/2021,28/07/2021,21,16,37,Public Housing,IPSWICH HSC,Ipswich,Bundamba
4304,2,Duplex,26/11/2021,2/12/2021,20/12/2021,6,18,24,Public Housing,IPSWICH HSC,Ipswich,Bundamba
4304,3,Detached House,13/01/2022,3/02/2022,8/02/2022,21,5,26,Public Housing,IPSWICH HSC,Ipswich,Bundamba
4304,3,Detached House,4/08/2021,13/08/2021,30/08/2021,9,17,26,Public Housing,IPSWICH HSC,Ipswich,Bundamba
4670,1,Apartment,22/10/2021,29/10/2021,3/11/2021,7,5,12,Public Housing,BUNDABERG HSC,Bundaberg,Bundaberg
4670,1,Apartment,10/03/2022,15/03/2022,31/03/2022,5,16,21,Public Housing,BUNDABERG HSC,Bundaberg,Bundaberg
4670,3,Detached House,20/12/2021,23/12/2021,23/12/2021,3,0,3,Public Housing,BUNDABERG HSC,Bundaberg,Bundaberg
4670,3,Detached House,8/11/2021,17/11/2021,19/11/2021,9,2,11,Public Housing,BUNDABERG HSC,Bundaberg,Bundaberg
4670,2,Duplex,19/10/2021,27/10/2021,5/11/2021,8,9,17,Public Housing,BUNDABERG HSC,Bundaberg,Bundaberg
4670,2,Townhouse,26/04/2022,9/05/2022,16/05/2022,13,7,20,Public Housing,BUNDABERG HSC,Bundaberg,Bundaberg
4670,2,Townhouse,14/06/2022,23/06/2022,23/06/2022,9,0,9,Public Housing,BUNDABERG HSC,Bundaberg,Bundaberg
4670,1,Apartment,1/12/2021,8/12/2021,13/12/2021,7,5,12,Public Housing,BUNDABERG HSC,Bundaberg,Bundaberg
4670,1,Apartment,15/02/2022,22/02/2022,16/03/2022,7,22,29,Public Housing,BUNDABERG HSC,Bundaberg,Bundaberg
4670,2,Duplex,5/04/2022,19/04/2022,21/04/2022,14,2,16,Public Housing,BUNDABERG HSC,Bundaberg,Bundaberg
4670,1,Apartment,10/08/2021,17/08/2021,10/09/2021,7,24,31,Public Housing,BUNDABERG HSC,Bundaberg,Bundaberg
4670,1,Apartment,4/02/2022,14/02/2022,16/02/2022,10,2,12,Public Housing,BUNDABERG HSC,Bundaberg,Bundaberg
4670,1,Apartment,1/04/2022,6/04/2022,11/04/2022,5,5,10,Public Housing,BUNDABERG HSC,Bundaberg,Bundaberg
4670,1,Apartment,13/12/2021,20/12/2021,22/12/2021,7,2,9,Public Housing,BUNDABERG HSC,Bundaberg,Bundaberg
4670,1,Apartment,22/03/2022,28/03/2022,4/04/2022,6,7,13,Public Housing,BUNDABERG HSC,Bundaberg,Bundaberg
4670,2,Townhouse,22/02/2022,1/03/2022,7/03/2022,7,6,13,Public Housing,BUNDABERG HSC,Bundaberg,Bundaberg
4670,1,Townhouse,17/03/2022,23/03/2022,30/03/2022,6,7,13,Public Housing,BUNDABERG HSC,Bundaberg,Bundaberg
4670,3,Detached House,12/04/2022,26/04/2022,3/06/2022,14,38,52,Community Housing,BUNDABERG HSC,Bundaberg,Bundaberg
4670,3,Detached House,20/05/2022,31/05/2022,17/06/2022,11,17,28,Public Housing,BUNDABERG HSC,Bundaberg,Bundaberg
4670,1,Apartment,2/07/2021,8/07/2021,26/07/2021,6,18,24,Public Housing,BUNDABERG HSC,Bundaberg,Bundaberg
4670,1,Apartment,14/09/2021,23/09/2021,19/11/2021,9,57,66,Public Housing,BUNDABERG HSC,Bundaberg,Bundaberg
4670,3,Detached House,27/05/2022,9/06/2022,22/06/2022,13,13,26,Public Housing,BUNDABERG HSC,Bundaberg,Bundaberg
4670,3,Townhouse,7/07/2021,23/07/2021,4/08/2021,16,12,28,Public Housing,BUNDABERG HSC,Bundaberg,Bundaberg
4670,3,Townhouse,6/10/2021,13/10/2021,15/10/2021,7,2,9,Public Housing,BUNDABERG HSC,Bundaberg,Bundaberg
4670,2,Townhouse,9/12/2021,15/12/2021,17/12/2021,6,2,8,Public Housing,BUNDABERG HSC,Bundaberg,Bundaberg
4670,1,Apartment,11/03/2022,22/03/2022,10/05/2022,11,49,60,Public Housing,BUNDABERG HSC,Bundaberg,Bundaberg
4670,1,Apartment,1/07/2021,9/07/2021,21/07/2021,8,12,20,Public Housing,BUNDABERG HSC,Bundaberg,Bundaberg
4670,2,Townhouse,14/06/2022,23/06/2022,30/06/2022,9,7,16,Public Housing,BUNDABERG HSC,Bundaberg,Bundaberg
4670,1,Apartment,13/07/2021,19/07/2021,3/08/2021,6,15,21,Public Housing,BUNDABERG HSC,Bundaberg,Bundaberg
4670,1,Apartment,29/04/2022,9/05/2022,27/05/2022,10,18,28,Public Housing,BUNDABERG HSC,Bundaberg,Bundaberg
4670,3,Detached House,22/02/2022,23/03/2022,24/03/2022,29,1,30,Public Housing,BUNDABERG HSC,Bundaberg,Bundaberg
4670,1,Apartment,16/12/2021,22/12/2021,23/12/2021,6,1,7,Public Housing,BUNDABERG HSC,Bundaberg,Bundaberg
4670,1,Apartment,16/11/2021,23/11/2021,1/12/2021,7,8,15,Public Housing,BUNDABERG HSC,Bundaberg,Bundaberg
4670,1,Apartment,30/09/2021,8/10/2021,20/10/2021,8,12,20,Public Housing,BUNDABERG HSC,Bundaberg,Bundaberg
4670,3,Dual Occupancy,3/03/2022,21/03/2022,29/03/2022,18,8,26,Public Housing,BUNDABERG HSC,Bundaberg,Bundaberg
4670,1,Apartment,8/10/2021,9/11/2021,22/11/2021,32,13,45,Public Housing,BUNDABERG HSC,Bundaberg,Bundaberg
4670,1,Apartment,31/08/2021,7/09/2021,16/09/2021,7,9,16,Public Housing,BUNDABERG HSC,Bundaberg,Bundaberg
0,2,Dual Occupancy,16/07/2021,26/07/2021,10/08/2021,10,15,25,Public Housing,BUNDABERG HSC,Bundaberg,Bundaberg
4670,2,Apartment,24/09/2021,1/10/2021,15/10/2021,7,14,21,Public Housing,BUNDABERG HSC,Bundaberg,Bundaberg
4670,2,Cluster House,28/01/2022,9/02/2022,22/02/2022,12,13,25,Public Housing,BUNDABERG HSC,Bundaberg,Bundaberg
4670,2,Apartment,13/10/2021,19/10/2021,22/10/2021,6,3,9,Public Housing,BUNDABERG HSC,Bundaberg,Bundaberg
4670,1,Apartment,25/11/2021,6/12/2021,7/12/2021,11,1,12,Public Housing,BUNDABERG HSC,Bundaberg,Bundaberg
4670,1,Apartment,14/06/2021,29/06/2021,9/07/2021,15,10,25,Public Housing,BUNDABERG HSC,Bundaberg,Bundaberg
4670,1,Apartment,10/11/2021,16/12/2021,17/12/2021,36,1,37,Public Housing,BUNDABERG HSC,Bundaberg,Bundaberg
4670,1,Apartment,22/04/2022,29/04/2022,13/05/2022,7,14,21,Public Housing,BUNDABERG HSC,Bundaberg,Bundaberg
4670,2,Dual Occupancy,12/01/2022,17/01/2022,21/01/2022,5,4,9,Aboriginal and Torres Strait Islander Housing,BUNDABERG HSC,Bundaberg,Bundaberg
4670,2,Cluster House,27/09/2021,12/10/2021,28/10/2021,15,16,31,Public Housing,BUNDABERG HSC,Bundaberg,Bundaberg
4670,2,Duplex,22/06/2021,2/07/2021,10/08/2021,10,39,49,Public Housing,BUNDABERG HSC,Bundaberg,Bundaberg
4670,2,Apartment,17/06/2021,25/06/2021,20/07/2021,8,25,33,Public Housing,BUNDABERG HSC,Bundaberg,Bundaberg
4670,3,Detached House,23/07/2021,30/07/2021,6/08/2021,7,7,14,Aboriginal and Torres Strait Islander Housing,BUNDABERG HSC,Bundaberg,Bundaberg
4670,4,Detached House,30/09/2021,18/10/2021,19/10/2021,18,1,19,Aboriginal and Torres Strait Islander Housing,BUNDABERG HSC,Bundaberg,Bundaberg
4575,1,Apartment,14/10/2021,25/10/2021,1/11/2021,11,7,18,Public Housing,MAROOCHYDORE HSC,Sunshine Coast,Kawana
4575,1,Apartment,1/03/2022,17/03/2022,23/03/2022,16,6,22,Public Housing,MAROOCHYDORE HSC,Sunshine Coast,Kawana
4575,1,Apartment,23/08/2021,2/09/2021,8/09/2021,10,6,16,Public Housing,MAROOCHYDORE HSC,Sunshine Coast,Kawana
